Nazwa,Cena,Oferta od,Pokaż oferty z numerem VIN,Ma numer rejestracyjny,Marka pojazdu,Model pojazdu,Wersja,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Spalanie Poza Miastem,Spalanie W Mieście,Typ nadwozia,Emisja CO2,Liczba drzwi,Liczba miejsc,Kolor,Rodzaj koloru,Kraj pochodzenia,Data pierwszej rejestracji w historii pojazdu,Numer rejestracyjny pojazdu,Zarejestrowany w Polsce,Tuning,Stan,VIN,Bezwypadkowy,Serwisowany w ASO,Leasing, Pierwszy właściciel (od nowości),Spalanie W Cyklu Mieszanym,Okres gwarancji producenta,lub do (przebieg km),Możliwość finansowania,Faktura VAT,Uszkodzony,VAT marża,Gwarancja dealerska (w cenie),Miesięczna rata,Opłata początkowa,Liczba pozostałych rat,Wartość wykupu,Kierownica po prawej (Anglik),Zarejestrowany jako zabytek,Autonomia
BMW Seria 3,48 999,Firma,Tak,,BMW,Seria 3,,F30/F31 (2012-2020),2013,210 000 km,2 000 cm3,Diesel,143 KM,Manualna,Na tylne koła,,,Kombi,,5,5,Szary,Perłowy,Niemcy,,,,,Używane,Wyświetl VIN,Tak,Tak,Tak,,,,,Tak,,,Tak,,,,,,,,
BMW Seria 3 320d Luxury Line Purity sport,79 900,Prywatne,Tak,Tak,BMW,Seria 3,320d Luxury Line Purity sport,F30/F31 (2012-2020),2016,166 000 km,1 995 cm3,Diesel,190 KM,Automatyczna,,,5 l/100km,Kombi,,5,5,Biały,Perłowy,,10 luty 2016,KPR 91F8,Tak,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 316d,58 500,Prywatne,Tak,Tak,BMW,Seria 3,316d,F30/F31 (2012-2020),2017,118 000 km,1 995 cm3,Diesel,116 KM,Automatyczna,Na tylne koła,,,Sedan,120 g/km,4,5,Szary,Perłowy,Francja,21 czerwiec 2017,DWR 8807L,Tak,,Używane,Wyświetl VIN,,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3 316i M Sport,52 900,Firma,Tak,,BMW,Seria 3,316i M Sport,F30/F31 (2012-2020),2015,160 000 km,1 598 cm3,Benzyna,136 KM,Manualna,Na tylne koła,,4 l/100km,Sedan,99 g/km,4,5,Srebrny,Metalik,Holandia,,,Tak,,Używane,Wyświetl VIN,Tak,Tak,,,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 320d Efficient Dynamics Sport Line,34 999,Firma,Tak,Tak,BMW,Seria 3,320d Efficient Dynamics Sport Line,E90/E91/E92/E93 (2005-2012),2011,299 500 km,1 995 cm3,Diesel,163 KM,Manualna,Na tylne koła,4.0 l/100km,5 l/100km,Sedan,120 g/km,5,5,Czarny,Metalik,Holandia,22 marzec 2011,TKN 53159,Tak,,Używane,Wyświetl VIN,Tak,Tak,,,,,,Tak,,,Tak,,,,,,,,
BMW Seria 3 320d,13 500,Prywatne,Tak,Tak,BMW,Seria 3,320d,E46 (1998-2007),2003,256 000 km,1 995 cm3,Diesel,150 KM,Manualna,Na tylne koła,4.0 l/100km,7 l/100km,Sedan,,5,5,Granatowy,Metalik,Niemcy,30 grudzień 2003,DW5E286,Tak,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 318i Advantage,73 900,Firma,Tak,,BMW,Seria 3,318i Advantage,F30/F31 (2012-2020),2018,105 000 km,1 499 cm3,Benzyna,136 KM,Automatyczna,Na tylne koła,,6 l/100km,Sedan,,4,5,Czarny,,Polska,13 listopad 2018,,Tak,,Używane,Wyświetl VIN,,Tak,Tak,,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3,28 500,Prywatne,Tak,Tak,BMW,Seria 3,,E46 (1998-2007),2002,237 190 km,1 995 cm3,Benzyna,143 KM,Automatyczna,,,,Kabriolet,,3,4,Czarny,,Niemcy,,,Tak,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 330i,43 900,Firma,Tak,,BMW,Seria 3,330i,F30/F31 (2012-2020),2017,115 203 km,1 998 cm3,Benzyna,252 KM,Automatyczna,4x4 (stały),5.0 l/100km,8 l/100km,Sedan,152 g/km,5,5,Biały,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,Tak,,,,,,,,,
BMW Seria 3 318d DPF,29 600,Prywatne,Tak,,BMW,Seria 3,318d DPF,E90/E91/E92/E93 (2005-2012),2011,204 000 km,1 995 cm3,Diesel,143 KM,Automatyczna,,,"6,80 l/100km",Sedan,,4,,Szary,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3,59 900,Prywatne,Tak,,BMW,Seria 3,,F30/F31 (2012-2020),2014,262 394 km,1 995 cm3,Diesel,163 KM,Automatyczna,Na tylne koła,,,Sedan,,5,5,Czarny,,,,,Tak,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3,249 000,Firma,Tak,Tak,BMW,Seria 3,,G20/G21 (2019-),2023,12 000 km,1 998 cm3,Hybryda,163 KM,Automatyczna,Na tylne koła,,,Kombi,,4,5,Czarny,Metalik,Polska,,CB052PJ,,,Używane,Wyświetl VIN,Tak,Tak,,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3,189 900,Firma,Tak,,BMW,Seria 3,,G20/G21 (2019-),2023,12 600 km,1 998 cm3,Benzyna,156 KM,Automatyczna,Na tylne koła,,,Kombi,,5,5,Szary,Metalik,Polska,02 maj 2023,,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3,189 900,Firma,Tak,,BMW,Seria 3,,G20/G21 (2019-),2023,11 300 km,1 998 cm3,Benzyna,156 KM,Automatyczna,Na tylne koła,,,Kombi,,5,5,Biały,,Polska,12 kwiecień 2023,,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 318i,14 500,Prywatne,Tak,Tak,BMW,Seria 3,318i,E46 (1998-2007),2004,209 500 km,1 995 cm3,Benzyna,143 KM,Manualna,Na tylne koła,5.0 l/100km,8 l/100km,Sedan,146 g/km,4,5,Granatowy,Perłowy,,12 lipiec 2004,ZS 730PC,Tak,,Używane,Wyświetl VIN,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3 318d,124 900,Firma,Tak,Tak,BMW,Seria 3,318d,G20/G21 (2019-),2021,60 124 km,1 995 cm3,Diesel,150 KM,Automatyczna,Na tylne koła,,,Kombi,,5,5,Czerwony,,Polska,22 październik 2021,WE4P499,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3,189 900,Firma,Tak,,BMW,Seria 3,,G20/G21 (2019-),2023,4 100 km,1 998 cm3,Benzyna,156 KM,Automatyczna,Na tylne koła,,,Kombi,,5,5,Biały,,Polska,12 maj 2023,,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 318i,19 900,Firma,Tak,Tak,BMW,Seria 3,318i,E90/E91/E92/E93 (2005-2012),2007,220 065 km,1 995 cm3,Benzyna,129 KM,Manualna,Na tylne koła,4.0 l/100km,6 l/100km,Sedan,124 g/km,4,5,Szary,Metalik,Niemcy,,,,,Używane,Wyświetl VIN,,Tak,,,,,,Tak,,,Tak,,,,,,,,
BMW Seria 3 320i,20 500,Prywatne,Tak,Tak,BMW,Seria 3,320i,E90/E91/E92/E93 (2005-2012),2006,160 000 km,1 995 cm3,Benzyna,150 KM,Manualna,Na tylne koła,,10 l/100km,Kombi,,5,,Granatowy,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 320d M Sport,109 850,Firma,Tak,Tak,BMW,Seria 3,320d M Sport,F30/F31 (2012-2020),2018,108 743 km,1 995 cm3,Diesel,190 KM,Automatyczna,Na tylne koła,,5 l/100km,Kombi,,5,5,Niebieski,Metalik,Polska,26 styczeń 2021,WD1838P,Tak,,Używane,Wyświetl VIN,,Tak,,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 330i Advantage sport,99 900,Prywatne,Tak,Tak,BMW,Seria 3,330i Advantage sport,F30/F31 (2012-2020),2017,94 551 km,1 998 cm3,Benzyna,252 KM,Automatyczna,Na tylne koła,4.0 l/100km,7 l/100km,Sedan,135 g/km,5,5,Niebieski,Metalik,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3,159 900,Firma,Tak,,BMW,Seria 3,,G20/G21 (2019-),2019,77 000 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),,,Sedan,,4,5,Biały,,Polska,27 styczeń 2020,,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 320i,49 900,Prywatne,Tak,Tak,BMW,Seria 3,320i,F30/F31 (2012-2020),2012,164 000 km,1 997 cm3,Benzyna,184 KM,Manualna,Na tylne koła,5.0 l/100km,8 l/100km,Sedan,149 g/km,5,5,Szary,,,,,Tak,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 320d xDrive M Sport,101 999,Prywatne,Tak,Tak,BMW,Seria 3,320d xDrive M Sport,F30/F31 (2012-2020),2016,141 000 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),4.0 l/100km,5 l/100km,Sedan,136 g/km,5,5,Biały,Perłowy,Polska,25 sierpień 2016,PWR 720FL,Tak,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3,34 000,Prywatne,Tak,Tak,BMW,Seria 3,,E90/E91/E92/E93 (2005-2012),2007,199 000 km,1 995 cm3,Benzyna,170 KM,Automatyczna,,,,Coupe,,3,4,Czarny,Metalik,Niemcy,26 listopad 2007,KOS 0354G,Tak,,Używane,Wyświetl VIN,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3 318i,10 500,Prywatne,,,BMW,Seria 3,318i,E46 (1998-2007),2005,315 000 km,1 995 cm3,Benzyna+LPG,143 KM,Manualna,,,8 l/100km,Kombi,,5,,Czarny,,,,,,,Używane,,,,,,,,,,,,,,,,,,,,
BMW Seria 3,149 900,Firma,Tak,,BMW,Seria 3,,G20/G21 (2019-),2021,42 600 km,1 995 cm3,Diesel,150 KM,Automatyczna,Na tylne koła,,,Kombi,,5,5,Biały,,Polska,24 maj 2021,,Tak,,Używane,Wyświetl VIN,Tak,Tak,,Tak,,,,Tak,,,Tak,,,,,,,,
BMW Seria 3,159 900,Firma,Tak,Tak,BMW,Seria 3,,G20/G21 (2019-),2020,50 000 km,1 998 cm3,Hybryda,292 KM,Automatyczna,Na tylne koła,,,Sedan,,4,5,Biały,,Polska,21 kwiecień 2021,EL5AV49,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,,,Tak,,,Tak,,,,,,,,
BMW Seria 3,119 000,Prywatne,Tak,Tak,BMW,Seria 3,,F30/F31 (2012-2020),2018,98 000 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (dołączany automatycznie),,,Sedan,,4,5,Biały,Metalik,Polska,18 październik 2018,SK200SA,Tak,,Używane,Wyświetl VIN,,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3 335i Edition Sport,38 000,Firma,Tak,,BMW,Seria 3,335i Edition Sport,E90/E91/E92/E93 (2005-2012),2008,163 000 km,2 979 cm3,Benzyna,306 KM,Automatyczna,Na tylne koła,6.5 l/100km,"12,60 l/100km",Sedan,202 g/km,4,5,Srebrny,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3,52 000,Prywatne,Tak,Tak,BMW,Seria 3,,F30/F31 (2012-2020),2013,238 500 km,1 995 cm3,Diesel,183 KM,Automatyczna,Na tylne koła,,,Sedan,,5,5,Srebrny,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 318d Advantage,55 700,Prywatne,Tak,Tak,BMW,Seria 3,318d Advantage,F30/F31 (2012-2020),2015,171 500 km,1 995 cm3,Diesel,150 KM,Manualna,Na tylne koła,,5 l/100km,Kombi,,5,,Czarny,Metalik,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 316i,9 900,Firma,Tak,,BMW,Seria 3,316i,E46 (1998-2007),2004,235 000 km,1 796 cm3,Benzyna,115 KM,Manualna,Na tylne koła,5.0 l/100km,10 l/100km,Kombi,,5,5,Czarny,,,,,,,Używane,Wyświetl VIN,,,,,,,,Tak,,,Tak,,,,,,,,
BMW Seria 3 318d Luxury Line Purity,71 900,Firma,Tak,,BMW,Seria 3,318d Luxury Line Purity,F30/F31 (2012-2020),2018,179 000 km,1 995 cm3,Diesel,150 KM,Manualna,Na tylne koła,,5 l/100km,Sedan,,5,5,Niebieski,Perłowy,,,,Tak,,Używane,Wyświetl VIN,Tak,Tak,,Tak,,,,Tak,,,Tak,3 miesięcy,,,,,,,
BMW Seria 3 320d,34 900,Prywatne,Tak,Tak,BMW,Seria 3,320d,E90/E91/E92/E93 (2005-2012),2010,220 000 km,1 995 cm3,Diesel,183 KM,Manualna,Na tylne koła,4.0 l/100km,5 l/100km,Sedan,125 g/km,4,5,Srebrny,Metalik,Niemcy,,,Tak,,Używane,Wyświetl VIN,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3 320i Coupe,23 999,Prywatne,Tak,,BMW,Seria 3,320i Coupe,E90/E91/E92/E93 (2005-2012),2007,235 000 km,1 995 cm3,Benzyna,170 KM,Manualna,Na tylne koła,5.4 l/100km,"8,60 l/100km",Coupe,154 g/km,2,4,Granatowy,Perłowy,,10 sierpień 2007,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 320d MHEV M Sport sport,166 000,Prywatne,Tak,Tak,BMW,Seria 3,320d MHEV M Sport sport,G20/G21 (2019-),2020,127 000 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (dołączany automatycznie),,,Kombi,,4,5,Szary,Metalik,Polska,20 październik 2020,RZ924EL,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,,,,,,,,,,2 121 PLN,5 000 PLN,36,53 658 PLN,,,
BMW Seria 3 320d xDrive,41 500,Prywatne,Tak,Tak,BMW,Seria 3,320d xDrive,F30/F31 (2012-2020),2013,291 000 km,1 995 cm3,Diesel,183 KM,Manualna,4x4 (dołączany automatycznie),4.0 l/100km,6 l/100km,Kombi,140 g/km,5,5,Szary,Metalik,Austria,04 kwiecień 2014,w45656n,,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3,349 900,Firma,Tak,,BMW,Seria 3,,G20/G21 (2019-),2023,4 100 km,2 998 cm3,Benzyna,374 KM,Automatyczna,4x4 (stały),,,Sedan,,4,5,Czerwony,Metalik,Polska,30 maj 2023,,Tak,Tak,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 320d M Sport Shadow,99 000,Prywatne,Tak,Tak,BMW,Seria 3,320d M Sport Shadow,F30/F31 (2012-2020),2019,153 000 km,1 995 cm3,Diesel,190 KM,Automatyczna,Na tylne koła,,5 l/100km,Kombi,133 g/km,5,5,Czarny,,Niemcy,29 styczeń 2019,WY 574XN,Tak,,Używane,Wyświetl VIN,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3 320i,29 900,Prywatne,Tak,,BMW,Seria 3,320i,E90/E91/E92/E93 (2005-2012),2009,215 000 km,1 995 cm3,Benzyna,150 KM,Manualna,,,10 l/100km,Sedan,,5,5,Czarny,Metalik,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 325i,21 399,Prywatne,Tak,Tak,BMW,Seria 3,325i,E90/E91/E92/E93 (2005-2012),2005,293 000 km,2 497 cm3,Benzyna,218 KM,Manualna,Na tylne koła,6.0 l/100km,12 l/100km,Sedan,,4,5,Czarny,,,18 maj 2005,e3lala,Tak,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3,179 900,Firma,Tak,,BMW,Seria 3,,G20/G21 (2019-),2019,85 750 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),,,Sedan,,4,5,Inny kolor,Metalik,Polska,12 grudzień 2019,,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 340i xDrive M Sport Shadow,149 937,Prywatne,Tak,Tak,BMW,Seria 3,340i xDrive M Sport Shadow,F30/F31 (2012-2020),2018,43 350 km,2 998 cm3,Benzyna,326 KM,Automatyczna,4x4 (stały),5.0 l/100km,9 l/100km,Sedan,162 g/km,4,5,Szary,Metalik,Kanada,,,Tak,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3,56 900,Prywatne,Tak,Tak,BMW,Seria 3,,F30/F31 (2012-2020),2014,195 400 km,1 995 cm3,Diesel,143 KM,Automatyczna,Na tylne koła,,,Sedan,,5,5,Czarny,Metalik,Polska,13 październik 2014,SK260JE,Tak,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3 M340i xDrive mHEV sport,390 217,Prywatne,Tak,Tak,BMW,Seria 3,M340i xDrive mHEV sport,G20/G21 (2019-),2022,12 900 km,2 998 cm3,Benzyna,374 KM,Automatyczna,4x4 (stały),,,Kombi,,5,5,Zielony,Metalik,Polska,04 sierpień 2022,KK5948,Tak,,Używane,Wyświetl VIN,Tak,Tak,,Tak,,4 Sierpnia 2027,200 000 km,,,,,,,,,,,,
BMW Seria 3 330d DPF Cabrio,14 700,Firma,Tak,,BMW,Seria 3,330d DPF Cabrio,E90/E91/E92/E93 (2005-2012),2006,250 000 km,2 993 cm3,Diesel,231 KM,Automatyczna,4x4 (dołączany ręcznie),,"9,30 l/100km",Sedan,181 g/km,2,4,Srebrny,,Francja,,,,,Używane,Wyświetl VIN,,,,,,,,,,Tak,,,,,,,,,
BMW Seria 3 318d Advantage,110 000,Prywatne,Tak,Tak,BMW,Seria 3,318d Advantage,G20/G21 (2019-),2019,48 000 km,1 995 cm3,Diesel,150 KM,Automatyczna,Na tylne koła,,,Sedan,,4,5,Biały,,Polska,13 wrzesień 2019,O3BEES,Tak,,Używane,Wyświetl VIN,Tak,,,Tak,,,,,,,,,,,,,,,
BMW Seria 3 318i,18 500,Prywatne,Tak,Tak,BMW,Seria 3,318i,E90/E91/E92/E93 (2005-2012),2006,145 000 km,1 995 cm3,Benzyna,129 KM,Manualna,Na tylne koła,5.0 l/100km,10 l/100km,Sedan,182 g/km,5,5,Błękitny,,,23 marzec 2005,sk09011,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 318d xDrive,42 900,Prywatne,Tak,,BMW,Seria 3,318d xDrive,F30/F31 (2012-2020),2013,288 000 km,1 995 cm3,Diesel,143 KM,Manualna,4x4 (stały),,6 l/100km,Kombi,,5,5,Biały,,,,,Tak,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3 330i,150 000,Prywatne,Tak,Tak,BMW,Seria 3,330i,G20/G21 (2019-),2020,9 750 km,1 998 cm3,Benzyna,252 KM,Automatyczna,Na tylne koła,4.0 l/100km,7 l/100km,Sedan,135 g/km,5,5,Biały,Metalik,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 320i,17 800,Prywatne,Tak,Tak,BMW,Seria 3,320i,E90/E91/E92/E93 (2005-2012),2005,280 000 km,1 995 cm3,Benzyna,150 KM,Manualna,Na tylne koła,,10 l/100km,Sedan,,5,5,Błękitny,Metalik,,06 grudzień 2005,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3,39 000,Prywatne,Tak,Tak,BMW,Seria 3,,E90/E91/E92/E93 (2005-2012),2011,220 000 km,1 995 cm3,Benzyna,163 KM,Automatyczna,Na tylne koła,,,Coupe,,2,4,Biały,,,14 styczeń 2011,WZY40863,Tak,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 320d Efficient Dynamics,47 900,Prywatne,Tak,Tak,BMW,Seria 3,320d Efficient Dynamics,F30/F31 (2012-2020),2013,250 000 km,1 995 cm3,Diesel,163 KM,Automatyczna,Na tylne koła,3.9 l/100km,"5,20 l/100km",Sedan,116 g/km,5,5,Szary,Metalik,Niemcy,09 kwiecień 2013,TKI2834N,Tak,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3 328i xDrive,60 000,Prywatne,Tak,Tak,BMW,Seria 3,328i xDrive,F30/F31 (2012-2020),2014,137 000 km,1 997 cm3,Benzyna,245 KM,Automatyczna,4x4 (stały),5.5 l/100km,"8,70 l/100km",Sedan,,4,5,Czerwony,,Stany Zjednoczone,styczeń 2014,KR7NE63,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 320d Luxury Line sport,113 600,Firma,Tak,,BMW,Seria 3,320d Luxury Line sport,G20/G21 (2019-),2019,122 000 km,1 995 cm3,Diesel,190 KM,Automatyczna,Na tylne koła,,,Sedan,115 g/km,4,5,Inny kolor,Metalik,,,,,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3 318i,29 650,Prywatne,Tak,Tak,BMW,Seria 3,318i,E90/E91/E92/E93 (2005-2012),2009,134 000 km,1 995 cm3,Benzyna,143 KM,Manualna,Na tylne koła,5.0 l/100km,8 l/100km,Sedan,146 g/km,4,5,Szary,,Niemcy,18 marzec 2010,GWE2095R,,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3 320d,40 000,Prywatne,Tak,Tak,BMW,Seria 3,320d,F30/F31 (2012-2020),2013,212 000 km,1 995 cm3,Diesel,183 KM,Manualna,Na tylne koła,3.0 l/100km,5 l/100km,Kombi,119 g/km,5,5,Szary,Metalik,Niemcy,21 styczeń 2013,GO MT76,,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3 318d,119 900,Firma,Tak,Tak,BMW,Seria 3,318d,G20/G21 (2019-),2020,32 437 km,1 995 cm3,Diesel,150 KM,Automatyczna,Na tylne koła,,,Sedan,118 g/km,4,5,Biały,,Polska,05 listopad 2020,,,,Używane,Wyświetl VIN,,Tak,Tak,,,,,,Tak,,,,,,,,,,
BMW Seria 3 318i,17 900,Prywatne,Tak,Tak,BMW,Seria 3,318i,E90/E91/E92/E93 (2005-2012),2006,201 340 km,1 995 cm3,Benzyna,129 KM,Manualna,Na tylne koła,,10 l/100km,Sedan,,4,4,Inny kolor,Metalik,Niemcy,28 kwiecień 2006,SG0393W,Tak,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 318d Luxury Line,34 900,Prywatne,Tak,Tak,BMW,Seria 3,318d Luxury Line,F30/F31 (2012-2020),2014,206 800 km,1 995 cm3,Diesel,143 KM,Automatyczna,Na tylne koła,4.0 l/100km,"5,50 l/100km",Sedan,119 g/km,4,5,Czarny,Metalik,,29 grudzień 2014,FF567TH,,,Używane,Wyświetl VIN,,,,,,,,,,Tak,,,,,,,,,
BMW Seria 3 320i,18 500,Prywatne,Tak,Tak,BMW,Seria 3,320i,E90/E91/E92/E93 (2005-2012),2007,273 000 km,1 995 cm3,Benzyna,170 KM,Manualna,Na tylne koła,5.0 l/100km,8 l/100km,Kombi,149 g/km,5,5,Czarny,Metalik,Holandia,,,Tak,,Używane,Wyświetl VIN,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3 318d Sport Line Shadow,69 950,Prywatne,Tak,Tak,BMW,Seria 3,318d Sport Line Shadow,F30/F31 (2012-2020),2018,154 000 km,1 995 cm3,Diesel,150 KM,Automatyczna,Na tylne koła,,"5,20 l/100km",Kombi,,5,,Czarny,,,18 czerwiec 2018,PZ 4P713,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3,27 000,Prywatne,Tak,Tak,BMW,Seria 3,,E90/E91/E92/E93 (2005-2012),2006,326 000 km,2 993 cm3,Diesel,231 KM,Automatyczna,Na tylne koła,,,Kombi,,4,5,Szary,Metalik,Niemcy,27 wrzesień 2006,PZ190TS,Tak,,Używane,Wyświetl VIN,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3,8 000,Firma,Tak,Tak,BMW,Seria 3,,E46 (1998-2007),2002,307 176 km,1 796 cm3,Benzyna,115 KM,Manualna,Na tylne koła,,,Kombi,,5,5,Czarny,,,03 maj 2002,WY 8911M,,,Używane,Wyświetl VIN,,,,,,,,,,,Tak,,,,,,,,
